"Voltaje","Trat","emmean","SE","df","lower.CL","upper.CL","Channel","Concentration","Variable"
-65,"Control",-0.0126855207781355,0.0455126778130002,279.231708089167,-0.102277045478359,0.0769060039220879,"BgNav1","2","Var1"
-65,"Veneno",-0.0137737888265722,0.0443292857872559,279.231708089167,-0.101035811045308,0.0734882333921638,"BgNav1","2","Var1"
-60,"Control",0.0012372372711472,0.0454423694797724,279.231708089167,-0.0882158857556152,0.0906903602979097,"BgNav1","2","Var1"
-60,"Veneno",0.00479560740795812,0.0442626123911406,279.231708089167,-0.0823351684965212,0.0919263833124374,"BgNav1","2","Var1"
-55,"Control",0.0657111008454243,0.0453954208021912,279.231708089167,-0.0236496038968231,0.155071805587672,"BgNav1","2","Var1"
-55,"Veneno",0.0704548259027875,0.0442270151342726,279.231708089167,-0.0166058769435638,0.157515528749139,"BgNav1","2","Var1"
-50,"Control",0.213633732164549,0.0454469010836974,279.231708089167,0.124171688693539,0.303095775635558,"BgNav1","2","Var1"
-50,"Veneno",0.206718184058892,0.0442661854087491,279.231708089167,0.119580374683505,0.293855993434279,"BgNav1","2","Var1"
-45,"Control",0.422004595312261,0.0454934672495286,279.231708089167,0.33245088652959,0.511558304094932,"BgNav1","2","Var1"
-45,"Veneno",0.388536930903837,0.0443014202094931,279.231708089167,0.301329761963756,0.475744099843918,"BgNav1","2","Var1"
-40,"Control",0.626386173491975,0.0454469010836985,279.231708089167,0.536924130020963,0.715848216962987,"BgNav1","2","Var1"
-40,"Veneno",0.566717042045374,0.0442661854087498,279.231708089167,0.479579232669986,0.653854851420762,"BgNav1","2","Var1"
-35,"Control",0.791541519585875,0.0453954208021908,279.231708089167,0.702180814843629,0.880902224328122,"BgNav1","2","Var1"
-35,"Veneno",0.725058749413712,0.044227015134272,279.231708089167,0.637998046567362,0.812119452260062,"BgNav1","2","Var1"
-30,"Control",0.903722245085125,0.0454423694797724,279.231708089167,0.814269122058363,0.993175368111887,"BgNav1","2","Var1"
-30,"Veneno",0.853203747702468,0.0442626123911404,279.231708089167,0.766072971797989,0.940334523606947,"BgNav1","2","Var1"
-25,"Control",0.955093570924178,0.0455126778130023,279.231708089167,0.865502046223951,1.04468509562441,"BgNav1","2","Var1"
-25,"Veneno",0.933015548478399,0.0443292857872575,279.231708089167,0.845753526259659,1.02027757069714,"BgNav1","2","Var1"
-20,"Control",0.961472048546188,0.0455370051140769,279.231708089167,0.87183263565085,1.05111146144153,"BgNav1","2","Var1"
-20,"Veneno",0.968879698374241,0.0444153376012426,279.231708089167,0.881448283502979,1.0563111132455,"BgNav1","2","Var1"
-15,"Control",0.944129902492929,0.0457577561296667,279.231708089167,0.854055942104098,1.03420386288176,"BgNav1","2","Var1"
-15,"Veneno",0.975934907738003,0.0446872410833174,279.231708089167,0.887968251947047,1.06390156352896,"BgNav1","2","Var1"
-10,"Control",0.915558011043192,0.0461713258282466,279.231708089167,0.824669940352659,1.00644608173373,"BgNav1","2","Var1"
-10,"Veneno",0.966307977348662,0.0449500550526408,279.231708089167,0.8778239733076,1.05479198138972,"BgNav1","2","Var1"
-5,"Control",0.884514375881994,0.0466781579732402,279.231708089167,0.792628608136068,0.976400143627919,"BgNav1","2","Var1"
-5,"Veneno",0.950435407306803,0.045741602495925,279.231708089167,0.860393245281547,1.04047756933206,"BgNav1","2","Var1"
0,"Control",0.852972461072624,0.0618070822436729,279.231708089167,0.731305466257807,0.974639455887442,"BgNav1","2","Var1"
0,"Veneno",0.931713319209314,0.0608786440515779,279.231708089167,0.811873951271594,1.05155268714703,"BgNav1","2","Var1"
-90,"Control",0.947081140735033,0.0167604989538804,267.263610622849,0.914081733233375,0.980080548236691,"BgNav1","2","Var2"
-90,"Veneno",0.982809183670955,0.0167011504780723,267.263610622849,0.94992662618332,1.01569174115859,"BgNav1","2","Var2"
-85,"Control",0.957028494676846,0.0151578323302845,267.263610622849,0.927184545085294,0.986872444268398,"BgNav1","2","Var2"
-85,"Veneno",0.982273982147898,0.0149523231010554,267.263610622849,0.952834655522484,1.01171330877331,"BgNav1","2","Var2"
-80,"Control",0.966503305069645,0.0145382439181486,267.263610622849,0.937879250574989,0.9951273595643,"BgNav1","2","Var2"
-80,"Veneno",0.983766915326582,0.0144052986666492,267.263610622849,0.95540461404952,1.01212921660364,"BgNav1","2","Var2"
-75,"Control",0.973176415970674,0.0144319790523398,267.263610622849,0.944761584221689,1.00159124771966,"BgNav1","2","Var2"
-75,"Veneno",0.984081722796227,0.0143032743676135,267.263610622849,0.955920295098657,1.0122431504938,"BgNav1","2","Var2"
-70,"Control",0.979907103504827,0.0145827741976714,267.263610622849,0.951195374243198,1.00861883276646,"BgNav1","2","Var2"
-70,"Veneno",0.986063025047321,0.0144342704580976,267.263610622849,0.95764368179587,1.01448236829877,"BgNav1","2","Var2"
-65,"Control",0.984036581699272,0.0146628686956747,267.263610622849,0.955167155999994,1.01290600739855,"BgNav1","2","Var2"
-65,"Veneno",0.984632999511056,0.0145030042545481,267.263610622849,0.956078327677536,1.01318767134458,"BgNav1","2","Var2"
-60,"Control",0.969447525547288,0.0145641798714747,267.263610622849,0.940772406278541,0.998122644816036,"BgNav1","2","Var2"
-60,"Veneno",0.966423655811636,0.0144172751550542,267.263610622849,0.938037774268711,0.994809537354561,"BgNav1","2","Var2"
-55,"Control",0.908182110055249,0.0144918492809561,267.263610622849,0.879649401023687,0.936714819086812,"BgNav1","2","Var2"
-55,"Veneno",0.906885886417543,0.0143548518146172,267.263610622849,0.878622908927436,0.935148863907649,"BgNav1","2","Var2"
-50,"Control",0.761989228363034,0.0145704168943483,267.263610622849,0.733301829146059,0.790676627580008,"BgNav1","2","Var2"
-50,"Veneno",0.763891165085743,0.0144229943290755,267.263610622849,0.735494023176726,0.792288306994759,"BgNav1","2","Var2"
-45,"Control",0.533604456025053,0.014641344856651,267.263610622849,0.504777408177228,0.562431503872879,"BgNav1","2","Var2"
-45,"Veneno",0.553575755552847,0.0144844374321396,267.263610622849,0.525057639560555,0.582093871545139,"BgNav1","2","Var2"
-40,"Control",0.308835508206442,0.014570416894349,267.263610622849,0.280148108989467,0.337522907423417,"BgNav1","2","Var2"
-40,"Veneno",0.370754774317931,0.0144229943290764,267.263610622849,0.342357632408912,0.399151916226949,"BgNav1","2","Var2"
-35,"Control",0.171293639389396,0.0144918492809559,267.263610622849,0.142760930357834,0.199826348420959,"BgNav1","2","Var2"
-35,"Veneno",0.267424214651664,0.014354851814617,267.263610622849,0.239161237161558,0.29568719214177,"BgNav1","2","Var2"
-30,"Control",0.114129113065306,0.0145641798714756,267.263610622849,0.0854539937965567,0.142804232334056,"BgNav1","2","Var2"
-30,"Veneno",0.216079180607418,0.0144172751550551,267.263610622849,0.187693299064491,0.244465062150345,"BgNav1","2","Var2"
-25,"Control",0.0905476669637373,0.0146628686956776,267.263610622849,0.0616782412644537,0.119417092663021,"BgNav1","2","Var2"
-25,"Veneno",0.186296842592533,0.0145030042545507,267.263610622849,0.157742170759007,0.214851514426058,"BgNav1","2","Var2"
-20,"Control",0.0782043544327266,0.0145827741976717,267.263610622849,0.0494926251710973,0.106916083694356,"BgNav1","2","Var2"
-20,"Veneno",0.165319599298267,0.014434270458098,267.263610622849,0.136900256046816,0.193738942549719,"BgNav1","2","Var2"
-15,"Control",0.0683949186501848,0.0144319790523397,267.263610622849,0.0399800869011998,0.0968097503991698,"BgNav1","2","Var2"
-15,"Veneno",0.144713172279613,0.0143032743676134,267.263610622849,0.116551744582044,0.172874599977183,"BgNav1","2","Var2"
-10,"Control",0.0556508381600988,0.0145382439181518,267.263610622849,0.027026783665437,0.0842748926547605,"BgNav1","2","Var2"
-10,"Veneno",0.123247577226907,0.0144052986666518,267.263610622849,0.0948852759498396,0.151609878503975,"BgNav1","2","Var2"
-5,"Control",0.0414406319426825,0.0151578323302812,267.263610622849,0.0115966823511371,0.071284581534228,"BgNav1","2","Var2"
-5,"Veneno",0.100969017412562,0.0149523231010524,267.263610622849,0.0715296907871543,0.130408344037969,"BgNav1","2","Var2"
0,"Control",0.0273897911442364,0.0167604989538833,267.263610622849,-0.00560961635742741,0.0603891986459002,"BgNav1","2","Var2"
0,"Veneno",0.0767626333777866,0.0167011504780745,267.263610622849,0.0438800758901472,0.109645190865426,"BgNav1","2","Var2"
-90,"Control",-0.0600764447944841,0.303929885154441,169.885915258943,-0.660042004362817,0.539889114773849,"Nav1.2","1","Corriente"
-90,"Veneno",-0.172797028053249,0.305033581125246,169.885915258943,-0.774941312396807,0.429347256290309,"Nav1.2","1","Corriente"
-85,"Control",-0.0556352496534008,0.271079839871814,169.885915258943,-0.590753958804831,0.479483459498029,"Nav1.2","1","Corriente"
-85,"Veneno",-0.193828420441561,0.271356353366782,169.885915258943,-0.729492974479723,0.341836133596601,"Nav1.2","1","Corriente"
-80,"Control",-0.0550684562232815,0.267668820102327,169.885915258943,-0.583453722943873,0.47331681049731,"Nav1.2","1","Corriente"
-80,"Veneno",-0.204709463290711,0.268530689136458,169.885915258943,-0.734796082075033,0.325377155493611,"Nav1.2","1","Corriente"
-75,"Control",-0.0587641005863068,0.266847769573409,169.885915258943,-0.585528592042346,0.468000390869733,"Nav1.2","1","Corriente"
-75,"Veneno",-0.197415669358581,0.267606998248818,169.885915258943,-0.725678898119939,0.330847559402777,"Nav1.2","1","Corriente"
-70,"Control",-0.0644253129943257,0.267005683301113,169.885915258943,-0.591501530287913,0.462650904299261,"Nav1.2","1","Corriente"
-70,"Veneno",-0.172664245290982,0.267764405727948,169.885915258943,-0.701238200541933,0.355909709959969,"Nav1.2","1","Corriente"
-65,"Control",-0.0709519963577733,0.266163389244305,169.885915258943,-0.596365503105942,0.454461510390396,"Nav1.2","1","Corriente"
-65,"Veneno",-0.141344332747057,0.266875433021767,169.885915258943,-0.668163432575239,0.385474767081125,"Nav1.2","1","Corriente"
-60,"Control",-0.0796174692927881,0.266137644358709,169.885915258943,-0.604980154961995,0.445745216376419,"Nav1.2","1","Corriente"
-60,"Veneno",-0.117274014272174,0.266910022159417,169.885915258943,-0.644161393964689,0.409613365420341,"Nav1.2","1","Corriente"
-55,"Control",-0.0953926800053619,0.266024256204711,169.885915258943,-0.620531534486572,0.429746174475848,"Nav1.2","1","Corriente"
-55,"Veneno",-0.109355344367496,0.26680704750414,169.885915258943,-0.636039449391438,0.417328760656446,"Nav1.2","1","Corriente"
-50,"Control",-0.135325603958474,0.265941567015932,169.885915258943,-0.660301227813677,0.389650019896729,"Nav1.2","1","Corriente"
-50,"Veneno",-0.125316619588903,0.266719115777983,169.885915258943,-0.651827145080641,0.401193905902835,"Nav1.2","1","Corriente"
-45,"Control",-0.237110415923646,0.266111139048861,169.885915258943,-0.762420779416484,0.288199947569192,"Nav1.2","1","Corriente"
-45,"Veneno",-0.18644614659409,0.266911051045295,169.885915258943,-0.713335557334298,0.340443264146117,"Nav1.2","1","Corriente"
-40,"Control",-0.448001738719579,0.265877433334546,169.885915258943,-0.972850761006726,0.076847283567568,"Nav1.2","1","Corriente"
-40,"Veneno",-0.334045728878447,0.266645981807485,169.885915258943,-0.860411885995516,0.192320428238623,"Nav1.2","1","Corriente"
-35,"Control",-0.788805261587703,0.26613749311769,169.885915258943,-1.31416764870317,-0.263442874472232,"Nav1.2","1","Corriente"
-35,"Veneno",-0.608899112621417,0.266941164956879,169.885915258943,-1.1358479690124,-0.0819502562304298,"Nav1.2","1","Corriente"
-30,"Control",-1.22062749585486,0.26588009023041,169.885915258943,-1.74548176292408,-0.695773228785638,"Nav1.2","1","Corriente"
-30,"Veneno",-1.01184745465629,0.266649383039398,169.885915258943,-1.5382203258943,-0.485474583418271,"Nav1.2","1","Corriente"
-25,"Control",-1.65133929739019,0.266102254310957,169.885915258943,-2.17663212217753,-1.12604647260285,"Nav1.2","1","Corriente"
-25,"Veneno",-1.48020514651633,0.26690147504234,169.885915258943,-2.00707565397571,-0.953334639056954,"Nav1.2","1","Corriente"
-20,"Control",-1.98446547840655,0.265939135800831,169.885915258943,-2.50943630297942,-1.45949465383368,"Nav1.2","1","Corriente"
-20,"Veneno",-1.90835189058422,0.266716429236499,169.885915258943,-2.43485711277265,-1.38184666839579,"Nav1.2","1","Corriente"
-15,"Control",-2.17043981597104,0.266025230954002,169.885915258943,-2.6955805946329,-1.64529903730918,"Nav1.2","1","Corriente"
-15,"Veneno",-2.20234664693155,0.266814108071524,169.885915258943,-2.72904468970057,-1.67564860416253,"Nav1.2","1","Corriente"
-10,"Control",-2.21852302221657,0.266025230953296,169.885915258943,-2.74366380087703,-1.6933822435561,"Nav1.2","1","Corriente"
-10,"Veneno",-2.32607734474302,0.266814108070726,169.885915258943,-2.85277538751046,-1.79937930197557,"Nav1.2","1","Corriente"
-5,"Control",-2.16859103166017,0.265939135800701,169.885915258943,-2.69356185623278,-1.64362020708756,"Nav1.2","1","Corriente"
-5,"Veneno",-2.30448860427347,0.266716429236351,169.885915258943,-2.83099382646161,-1.77798338208533,"Nav1.2","1","Corriente"
0,"Control",-2.05723499579924,0.266102254310525,169.885915258943,-2.58252782058573,-1.53194217101276,"Nav1.2","1","Corriente"
0,"Veneno",-2.18925437718555,0.266901475041851,169.885915258943,-2.71612488464396,-1.66238386972713,"Nav1.2","1","Corriente"
5,"Control",-1.90588356704972,0.265880090230463,169.885915258943,-2.43073783411904,-1.38102929998039,"Nav1.2","1","Corriente"
5,"Veneno",-2.02236688184906,0.266649383039458,169.885915258943,-2.5487397530872,-1.49599401061093,"Nav1.2","1","Corriente"
10,"Control",-1.72730438252358,0.266137493118241,169.885915258943,-2.25266676964014,-1.20194199540702,"Nav1.2","1","Corriente"
10,"Veneno",-1.82549113075018,0.266941164957503,169.885915258943,-2.3524399871424,-1.29854227435796,"Nav1.2","1","Corriente"
15,"Control",-1.53194359802574,0.265877433334602,169.885915258943,-2.056792620313,-1.00709457573848,"Nav1.2","1","Corriente"
15,"Veneno",-1.61162833746065,0.266645981807549,169.885915258943,-2.13799449457785,-1.08526218034346,"Nav1.2","1","Corriente"
20,"Control",-1.32756664182684,0.266111139049319,169.885915258943,-1.85287700532058,-0.802256278333096,"Nav1.2","1","Corriente"
20,"Veneno",-1.39648320738757,0.266911051045815,169.885915258943,-1.92337261812881,-0.869593796646341,"Nav1.2","1","Corriente"
25,"Control",-1.1192953679141,0.265941567015374,169.885915258943,-1.6442709917682,-0.594319744059995,"Nav1.2","1","Corriente"
25,"Veneno",-1.1961360095925,0.266719115777351,169.885915258943,-1.72264653508299,-0.669625484102006,"Nav1.2","1","Corriente"
30,"Control",-0.913520106820914,0.266024256204691,169.885915258943,-1.43865896130208,-0.388381252339744,"Nav1.2","1","Corriente"
30,"Veneno",-1.01804709530413,0.266807047504118,169.885915258943,-1.54473120032803,-0.491362990280233,"Nav1.2","1","Corriente"
35,"Control",-0.719689563079934,0.266137644358006,169.885915258943,-1.24505224874775,-0.194326877412116,"Nav1.2","1","Corriente"
35,"Veneno",-0.858938159170671,0.266910022158621,169.885915258943,-1.38582553886162,-0.332050779479727,"Nav1.2","1","Corriente"
40,"Control",-0.546324064354938,0.266163389244509,169.885915258943,-1.07173757110351,-0.0209105576063651,"Nav1.2","1","Corriente"
40,"Veneno",-0.712012701526554,0.266875433021997,169.885915258943,-1.23883180135519,-0.185193601697918,"Nav1.2","1","Corriente"
45,"Control",-0.397033517018033,0.267005683301734,169.885915258943,-0.924109734312846,0.13004270027678,"Nav1.2","1","Corriente"
45,"Veneno",-0.574423274188344,0.26776440572865,169.885915258943,-1.10299722944068,-0.0458493189360066,"Nav1.2","1","Corriente"
50,"Control",-0.272127457790688,0.266847769573476,169.885915258943,-0.798891949246859,0.254637033665484,"Nav1.2","1","Corriente"
50,"Veneno",-0.447480752538384,0.267606998248892,169.885915258943,-0.97574398129989,0.0807824762231208,"Nav1.2","1","Corriente"
55,"Control",-0.171675883337463,0.267668820102724,169.885915258943,-0.700061150058838,0.356709383383912,"Nav1.2","1","Corriente"
55,"Veneno",-0.331883855660243,0.268530689136906,169.885915258943,-0.861970474445449,0.198202763124964,"Nav1.2","1","Corriente"
60,"Control",-0.0933129181497536,0.271079839871334,169.885915258943,-0.628431627300236,0.441805791000729,"Nav1.2","1","Corriente"
60,"Veneno",-0.224860963742836,0.271356353366234,169.885915258943,-0.760525517779917,0.310803590294245,"Nav1.2","1","Corriente"
65,"Control",-0.0281336820689069,0.303929885154337,169.885915258943,-0.628099241637035,0.571831877499221,"Nav1.2","1","Corriente"
65,"Veneno",-0.121763529609961,0.305033581125128,169.885915258943,-0.723907813953286,0.480380754733364,"Nav1.2","1","Corriente"
-90,"Control",0.00726214921708459,0.0739929405420309,60.6284691002222,-0.14071421911198,0.155238517546149,"Nav1.2","1","Var1"
-90,"Veneno",0.0319866578996739,0.0725856888400297,60.6284691002222,-0.1131753879459,0.177148703745247,"Nav1.2","1","Var1"
-85,"Control",0.00656517365267455,0.0616790275148815,60.6284691002222,-0.116784951735788,0.129915299041138,"Nav1.2","1","Var1"
-85,"Veneno",0.0414007896708856,0.0607228230842994,60.6284691002222,-0.080037049788931,0.162838629130702,"Nav1.2","1","Var1"
-80,"Control",0.0088654673360863,0.0610502708845306,60.6284691002222,-0.113227225626519,0.130958160298691,"Nav1.2","1","Var1"
-80,"Veneno",0.0472404100216158,0.0595621182235858,60.6284691002222,-0.0718761689404817,0.166356988983713,"Nav1.2","1","Var1"
-75,"Control",0.015249035320952,0.0608598915596761,60.6284691002222,-0.106462923467683,0.136960994109587,"Nav1.2","1","Var1"
-75,"Veneno",0.0467349062428525,0.0595189296878592,60.6284691002222,-0.0722953012002399,0.165765113685945,"Nav1.2","1","Var1"
-70,"Control",0.0233826630604041,0.0606517245363238,60.6284691002222,-0.0979129884441046,0.144678314564913,"Nav1.2","1","Var1"
-70,"Veneno",0.0411791292746354,0.0593289911651856,60.6284691002222,-0.0774712255421776,0.159829484091448,"Nav1.2","1","Var1"
-65,"Control",0.0311112474416595,0.0605823910681138,60.6284691002222,-0.0900457460401484,0.152268240923467,"Nav1.2","1","Var1"
-65,"Veneno",0.035006735960705,0.0591912359221631,60.6284691002222,-0.0833681260802915,0.153381598001702,"Nav1.2","1","Var1"
-60,"Control",0.0357517899488995,0.0605316381148997,60.6284691002222,-0.0853037041514326,0.156807284049231,"Nav1.2","1","Var1"
